Web_id,Home_url,Cat_url1,Cat_url2,Cat_url3,Cat_method
376,https://www.camerapro.com.au/,https://www.camerapro.com.au/accessories/shop-by-category/adapters-cables/cable-adapters.html,https://www.camerapro.com.au/pro-audio/shop-by-category/microphones/shotgun-microphones.html,https://www.camerapro.com.au/pro-audio/shop-by-category/professional-headphones/professional-monitor-headphones.html,keywords matching
374,https://www.interiorsecrets.com.au/,https://www.interiorsecrets.com.au/collections/arch-mirrors,https://www.interiorsecrets.com.au/collections/outdoor-bar-stools,https://www.interiorsecrets.com.au/collections/nest-of-tables,keywords matching
373,https://www.jiffyshirts.com/,https://www.jiffyshirts.com/?category=T-Shirt&style=Tank+Tops,https://www.jiffyshirts.com/?category=Household+Item&style=Towels,https://www.jiffyshirts.com/?category=Drinkware,keywords matching
372,https://www.cbii-cbd.com/,https://www.cbii-cbd.com/shop/cbd-oil/200mg,https://www.cbii-cbd.com/hemp-seed,https://www.cbii-cbd.com/shop/discovery-duo-cbd-oil-starter-kit,nav a
371,https://www.waterirrigation.co.uk/,https://www.waterirrigation.co.uk/catalog/category/view/s/video-centre/id/17014/,https://www.waterirrigation.co.uk/catalog/category/view/s/water-butts-and-accessories/id/16804/,https://www.waterirrigation.co.uk/catalog/category/view/s/advice-centre/id/16936/,keywords matching
370,https://www.ageukincontinence.co.uk/,https://www.ageukincontinence.co.uk/incontinence-shop/incontinence-bed-and-chair-protection.html,https://www.ageukincontinence.co.uk/incontinence-shop/personal-care.html,https://www.ageukincontinence.co.uk/incontinence-shop/toilet-aids.html,keywords matching
367,https://www.xookool.com/,https://www.xookool.com/collections/this-week-favorites/products/mesh-long-sleeve-mesh-dots-club-bodycon-dress,https://www.xookool.com/collections/this-week-favorites/products/hollow-out-lace-up-mesh-with-underwear-long-sleeves-bodycon-dress,https://www.xookool.com/collections/arrival-feature/products/long-sleeve-rushguard-high-waist-bikini-set,keywords matching
366,https://www.blankstyle.com/,https://www.blankstyle.com/fitted-hats,https://www.blankstyle.com/kids-clothing-0,https://www.blankstyle.com/mens-sports-wear,nav a
362,https://buy.gazelle.com/,https://buy.gazelle.com/collections/samsung-galaxy?_=pf&pf_v_model=Galaxy%20Note%2010+%205G,https://buy.gazelle.com/collections/iphone-xs,https://buy.gazelle.com/collections/samsung-galaxy?_=pf&pf_v_model=Galaxy%20S20,keywords matching
360,https://www.incontinencechoice.co.uk/,https://www.incontinencechoice.co.uk/personal-care-toileting-cleaning/toileting-aids.html,https://www.incontinencechoice.co.uk/personal-care-and-cleaning.html,https://www.incontinencechoice.co.uk/personal-care-toileting-cleaning/skin-care-and-cleansing.html,keywords matching
359,https://www.superatv.com/,https://www.superatv.com/categories/transmissions,https://www.superatv.com/categories/mirrors,https://www.superatv.com/categories/longtravelkits,keywords matching
358,https://me.currentbody.com/,https://me.currentbody.com/collections/mental-health,https://me.currentbody.com/collections/haircare,https://me.currentbody.com/collections/we-are-paradoxx,keywords matching
357,https://currentbody.tw/,https://currentbody.tw/collections/currentbody-skin-collaborations,https://currentbody.tw/collections/tanrevel,https://currentbody.tw/collections/shavers,keywords matching
356,https://currentbody.hk/,https://currentbody.hk/collections/top-10-products,https://currentbody.hk/collections/hair-removal,https://currentbody.hk/collections/beautybio,keywords matching
355,https://currentbody.sg/,https://currentbody.sg/collections/bala,https://currentbody.sg/collections/beautybio,https://currentbody.sg/collections/jenu-by-trophy-skin,keywords matching
354,https://currentbody.ru/password,None,None,None,None
353,https://currentbody.jp/,https://currentbody.jp/collections/mental-health,https://currentbody.jp/collections/theradome,https://currentbody.jp/collections/dental,keywords matching
352,https://www.currentbody.dk/,https://www.currentbody.dk/collections/larq,https://www.currentbody.dk/collections/ion-sei,https://www.currentbody.dk/collections/magnitone,keywords matching
351,https://www.currentbody.se/,https://www.currentbody.se/collections/lelo,https://www.currentbody.se/collections/new-in,https://www.currentbody.se/collections/red-carpet-manicure,keywords matching
350,https://www.currentbody.nl/,https://www.currentbody.nl/collections/iwhite,https://www.currentbody.nl/collections/hair-regrowth,https://www.currentbody.nl/collections/neck-lifting,keywords matching
349,https://www.currentbody.it/,https://www.currentbody.it/collections/ikoo,https://www.currentbody.it/collections/beautybio,https://www.currentbody.it/collections/skin-gym,keywords matching
348,https://ca.currentbody.com/,https://ca.currentbody.com/collections/mira-skin,https://ca.currentbody.com/collections/lab,https://ca.currentbody.com/collections/mz-skin,keywords matching
347,https://www.currentbody.de/,https://www.currentbody.de/collections/mens-beauty-products,https://www.currentbody.de/collections/dame,https://www.currentbody.de/collections/wellbox,keywords matching
346,https://www.currentbody.es/,https://www.currentbody.es/collections/mira-skin,https://www.currentbody.es/collections/body-sculpting,https://www.currentbody.es/collections/grooming,keywords matching
345,https://www.currentbody.fr/,https://www.currentbody.fr/collections/mz-skin,https://www.currentbody.fr/collections/lelo,https://www.currentbody.fr/collections/epilation,keywords matching
344,https://www.currentbody.com.au/,https://www.currentbody.com.au/collections/bed-of-nails,https://www.currentbody.com.au/collections/orlaya-skin,https://www.currentbody.com.au/collections/millionaire-smile,keywords matching
343,https://us.currentbody.com/,https://us.currentbody.com/collections/strialite,https://us.currentbody.com/collections/lora-dicarlo,https://us.currentbody.com/collections/beauty,keywords matching
338,https://int.cariuma.com/,https://int.cariuma.com/collections/the-ibi-high-mens,https://int.cariuma.com/collections/the-oca-low-womens,https://int.cariuma.com/collections/the-oca-high-for-women,keywords matching
336,https://jane.com/,https://jane.com/categories/pets,https://jane.com/categories/womens/tops,https://jane.com/categories/kids-baby/kids-lounge-and-sleepwear,keywords matching
334,https://www.gourmetgiftbaskets.com/,https://www.gourmetgiftbaskets.com/Kosher-Hanukkah-Gift-Baskets.asp,https://www.gourmetgiftbaskets.com/Kosher-Gift-Baskets.asp,https://www.gourmetgiftbaskets.com/Valentines-Day-Flowers.asp,nav a
333,https://www.filtersfast.com/,None,None,None,None
332,https://www.currentbody.com/,https://www.currentbody.com/collections/intimate,https://www.currentbody.com/collections/oral-b,https://www.currentbody.com/collections/ion-sei,keywords matching
329,https://www.charlestyrwhitt.com/us/,https://www.charlestyrwhitt.com/us/new-collection/?prefn1%27=productType&prefv1=Shirts%7CTrousers%7CJumpers%7CBlazers?cm_sp=TN-clothing_newClothing,https://www.charlestyrwhitt.com/us/linen-collection/,https://www.charlestyrwhitt.com/us/new-collection/,keywords matching
328,https://www.brighton.com/,https://www.brighton.com/category/22/1/satchels.html,https://www.brighton.com/category/43/1/charms.html#Att=themes:Animals+and+Nature,https://www.brighton.com/category/662/1/bestsellers.html,keywords matching
326,https://www.cartier.com/en-us/home,https://www.cartier.com/en-us/high-jewelry/latest-collections/indomptables/,https://www.cartier.com/en-us/jewelry/wedding-bands/all-collections-for-her/,https://www.cartier.com/en-us/news.html#/stories/news,ul >  li >  a
323,https://www.tractorsupply.com/,None,None,None,None
